Date,Item_Code,Item_Description,Supplier,Purchase_Order_No,Document_Number,Historical_Demand_Quantity (TON),Units_Sold/Used (TON),Current_Stock_Level (TON),Safety_Stock_Target (TON),Material_Type,Voltage_Level,Supplier_Country_Of_Origin,Price_Per_Unit (USD),Delivery_Lead_Time (Days),Payment_Terms,Market_Trends (Index),Number_Of_Alternative_Suppliers,Supplier_Performance_Score (1-10),Risk_Score (1-10)
2020-09-01,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,MetalShield Korea,PO-2020-GSW--2405,DOC-217830,21.0,18.76,32.04,30.65,GSW,MV,South Korea,3.81,38,Net 60,75.3,3,9,4.2
2020-09-01,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,TurkCable Materials Ltd,PO-2020-GSW--5713,DOC-114400,15.13,15.39,40.13,18.64,GSW,HV,Turkey,4.33,29,Net 45,77.6,3,8,4.1
2020-09-01,GSW-EHV-SHLD,Galvanized Steel Wire Shield EHV,Seoul Metal Works,PO-2020-GSW--6437,DOC-319162,13.83,12.69,29.37,19.12,GSW,EHV,South Korea,4.55,34,Net 60,83.5,3,9,4.1
2020-09-01,GST-MV-TAPE,Galvanized Steel Tape MV,MetalShield Korea,PO-2020-GST--9991,DOC-606489,17.83,17.61,44.73,31.05,GST,MV,South Korea,3.95,38,Net 60,75.0,1,9,5.8
2020-09-01,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Korea,PO-2020-GST--7170,DOC-711324,17.9,17.31,61.71,28.64,GST,HV,South Korea,3.22,37,Net 60,82.1,1,9,5.8
2020-09-01,CU-SCR-11KV,Copper Screen Tape 11KV,Seoul Metal Works,PO-2020-CU-S-5444,DOC-155663,11.88,10.35,24.81,18.5,Copper Screen,11KV,South Korea,8.44,37,Net 120,76.3,2,9,5.0
2020-09-01,CU-SCR-33KV,Copper Screen Tape 33KV,Seoul Metal Works,PO-2020-CU-S-6901,DOC-213132,7.66,7.39,20.41,13.64,Copper Screen,33KV,South Korea,8.53,33,Net 90,78.4,2,9,4.8
2020-09-01,CU-SCR-66KV,Copper Screen Tape 66KV,MetalShield Korea,PO-2020-CU-S-9331,DOC-844162,8.48,8.86,17.86,15.18,Copper Screen,66KV,South Korea,8.82,45,Net 90,75.4,2,9,5.3
2020-09-01,AL-SCR-11KV,Aluminum Screen Tape 11KV,IndiaScreen Technologies,PO-2020-AL-S-4054,DOC-308535,11.89,11.09,24.21,24.21,Aluminum Screen,11KV,India,5.46,52,Net 120,73.9,3,7,5.4
2020-09-01,AL-SCR-33KV,Aluminum Screen Tape 33KV,Seoul Metal Works,PO-2020-AL-S-5995,DOC-449773,10.16,10.47,22.7,13.2,Aluminum Screen,33KV,South Korea,5.19,33,Net 120,73.5,3,9,4.0
2020-09-01,AL-SCR-66KV,Aluminum Screen Tape 66KV,Seoul Metal Works,PO-2020-AL-S-6822,DOC-755602,6.57,6.38,11.17,9.84,Aluminum Screen,66KV,South Korea,5.87,35,Net 120,74.9,3,9,4.1
2020-09-01,MICA-TAPE-MV,Mica Tape Medium Voltage,IndiaScreen Technologies,PO-2020-MICA-5221,DOC-505977,5.66,4.62,12.74,20.27,Mica Tape,MV,India,5.5,53,Net 30,69.6,3,7,5.5
2020-09-01,MICA-TAPE-HV,Mica Tape High Voltage,USATape Solutions Inc,PO-2020-MICA-7436,DOC-788842,6.48,5.74,15.45,13.5,Mica Tape,HV,USA,6.64,41,Net 30,77.8,3,8,4.7
2020-09-01,MICA-TAPE-EHV,Mica Tape Extra High Voltage,IndiaScreen Technologies,PO-2020-MICA-4726,DOC-537605,5.21,5.05,15.68,12.95,Mica Tape,EHV,India,5.78,51,Net 30,73.5,3,7,5.4
2020-09-01,WB-TAPE-LV,Water Blocking Tape LV,IndiaScreen Technologies,PO-2020-WB-T-6395,DOC-570988,21.86,22.46,51.72,50.18,Water Blocking Tape,LV,India,2.42,51,Net 30,77.2,4,7,4.6
2020-09-01,WB-TAPE-MV,Water Blocking Tape MV,Shanghai Cable Materials,PO-2020-WB-T-4314,DOC-244818,22.66,22.0,60.2,34.03,Water Blocking Tape,MV,China,2.31,39,Net 45,79.1,4,8,3.8
2020-09-01,WB-TAPE-HV,Water Blocking Tape HV,IndiaScreen Technologies,PO-2020-WB-T-3378,DOC-788108,15.56,14.12,59.66,39.27,Water Blocking Tape,HV,India,2.3,53,Net 30,73.3,4,7,4.7
2020-09-01,SEMI-11KV-LAY,Semiconductor Layer 11KV,Nordic Polymers AB,PO-2020-SEMI-4016,DOC-433025,26.21,25.68,66.75,36.5,Semiconductor,11KV,Sweden,8.09,33,Net 30,78.7,3,10,3.7
2020-09-01,SEMI-22KV-LAY,Semiconductor Layer 22KV,Tokyo Polymer Industries,PO-2020-SEMI-7737,DOC-418083,32.54,29.4,118.19,42.12,Semiconductor,22KV,Japan,6.84,40,Net 45,75.1,3,9,4.3
2020-09-01,SEMI-33KV-LAY,Semiconductor Layer 33KV,Tokyo Polymer Industries,PO-2020-SEMI-4079,DOC-211957,24.36,21.16,102.66,44.1,Semiconductor,33KV,Japan,6.78,45,Net 30,80.3,3,9,4.5
2020-09-01,SEMI-66KV-LAY,Semiconductor Layer 66KV,Nordic Polymers AB,PO-2020-SEMI-4783,DOC-725329,24.45,23.26,95.08,26.97,Semiconductor,66KV,Sweden,7.25,34,Net 30,79.5,3,10,3.8
2020-10-01,XLPE-0.6KV-INS,XLPE Insulation 0.6KV,Nordic Polymers AB,PO-2020-XLPE-8808,DOC-240600,86.91,84.48,196.12,47.23,XLPE,0.6KV,Sweden,3.07,25,Net 60,69.6,7,10,1.8
2020-10-01,XLPE-11KV-INS,XLPE Insulation 11KV,ItalCavi Materials SpA,PO-2020-XLPE-7348,DOC-615318,62.27,55.64,126.29,59.06,XLPE,11KV,Italy,3.4,35,Net 45,79.5,7,9,2.5
2020-10-01,XLPE-22KV-INS,XLPE Insulation 22KV,PolyTech Europe GmbH,PO-2020-XLPE-1245,DOC-382967,48.8,44.02,122.91,46.82,XLPE,22KV,Germany,3.56,33,Net 45,83.1,7,9,2.4
2020-10-01,XLPE-33KV-INS,XLPE Insulation 33KV,Nordic Polymers AB,PO-2020-XLPE-2083,DOC-285679,38.37,37.96,117.34,45.33,XLPE,33KV,Sweden,3.28,35,Net 45,81.2,7,10,2.2
2020-10-01,XLPE-66KV-INS,XLPE Insulation 66KV,ItalCavi Materials SpA,PO-2020-XLPE-5043,DOC-548324,37.83,38.46,124.01,36.75,XLPE,66KV,Italy,3.83,35,Net 45,72.6,7,9,2.5
2020-10-01,XLPE-132KV-INS,XLPE Insulation 132KV,ItalCavi Materials SpA,PO-2020-XLPE-6126,DOC-513296,31.72,28.39,125.41,30.66,XLPE,132KV,Italy,3.71,37,Net 60,85.2,7,9,2.6
2020-10-01,PE-LV-JKT,PE Jacket Low Voltage,FrenchPoly Solutions,PO-2020-PE-L-1630,DOC-645940,20.12,18.74,52.67,37.38,PE,LV,France,2.64,39,Net 30,80.7,7,8,3.0
2020-10-01,PE-MV-INS,PE Insulation Medium Voltage,ChinaPoly Industries,PO-2020-PE-M-9812,DOC-514828,17.28,14.89,65.13,31.07,PE,MV,China,3.11,40,Net 30,80.6,7,7,3.3
2020-10-01,PE-HV-JKT,PE Jacket High Voltage,Ankara Insulation Tech,PO-2020-PE-H-4110,DOC-405323,18.99,19.76,49.15,21.3,PE,HV,Turkey,2.61,31,Net 45,82.9,7,7,2.9
2020-10-01,PE-FOAM-LV,Foam PE Low Voltage,ChinaPoly Industries,PO-2020-PE-F-3727,DOC-542983,18.13,15.8,56.9,27.57,PE,LV,China,2.71,44,Net 45,69.0,7,7,3.5
2020-10-01,PVC-LV-INS-A,PVC Insulation LV Grade A,TurkCable Materials Ltd,PO-2020-PVC--8595,DOC-970206,25.43,26.09,103.73,22.2,PVC,LV,Turkey,1.97,20,Net 45,78.4,6,8,2.2
2020-10-01,PVC-LV-INS-B,PVC Insulation LV Grade B,PolyTech Europe GmbH,PO-2020-PVC--9952,DOC-241879,30.03,29.87,50.44,40.08,PVC,LV,Germany,2.23,38,Net 45,81.6,6,9,2.6
2020-10-01,PVC-LV-JKT,PVC Jacket Low Voltage,Shanghai Cable Materials,PO-2020-PVC--4308,DOC-576769,30.66,28.01,94.72,54.44,PVC,LV,China,1.91,44,Net 30,82.1,6,8,3.2
2020-10-01,PVC-MV-INS,PVC Insulation Medium Voltage,ChinaPoly Industries,PO-2020-PVC--3024,DOC-195620,25.16,25.14,96.31,51.35,PVC,MV,China,2.28,50,Net 30,74.5,6,7,3.7
2020-10-01,LSF-LV-JKT,LSF Jacket Low Voltage,ItalCavi Materials SpA,PO-2020-LSF--7292,DOC-862182,15.97,14.87,27.05,21.47,LSF,LV,Italy,3.14,38,Net 60,78.9,5,9,2.6
2020-10-01,LSF-MV-JKT,LSF Jacket Medium Voltage,ItalCavi Materials SpA,PO-2020-LSF--3799,DOC-451475,13.6,12.17,41.58,13.38,LSF,MV,Italy,3.09,30,Net 60,78.3,5,9,2.3
2020-10-01,LSF-HV-JKT,LSF Jacket High Voltage,FrenchPoly Solutions,PO-2020-LSF--1840,DOC-539963,9.56,7.99,18.7,12.11,LSF,HV,France,3.28,32,Net 45,83.7,5,8,2.7
2020-10-01,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,MetalShield Korea,PO-2020-GSW--3155,DOC-312705,19.51,16.49,47.86,34.16,GSW,MV,South Korea,3.9,42,Net 30,82.6,3,9,4.4
2020-10-01,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,MetalShield Korea,PO-2020-GSW--9169,DOC-669902,17.08,15.79,46.52,25.27,GSW,HV,South Korea,3.9,39,Net 30,76.0,3,9,4.3
2020-10-01,GSW-EHV-SHLD,Galvanized Steel Wire Shield EHV,MetalShield Korea,PO-2020-GSW--8794,DOC-575779,14.68,13.91,38.62,23.91,GSW,EHV,South Korea,4.13,42,Net 45,73.9,3,9,4.4
2020-10-01,GST-MV-TAPE,Galvanized Steel Tape MV,MetalShield Korea,PO-2020-GST--9967,DOC-391622,21.1,18.17,69.14,36.37,GST,MV,South Korea,3.52,44,Net 60,83.4,1,9,6.1
2020-10-01,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Korea,PO-2020-GST--6718,DOC-138504,20.94,17.53,44.47,29.41,GST,HV,South Korea,3.82,38,Net 30,80.0,1,9,5.8
2020-10-01,CU-SCR-11KV,Copper Screen Tape 11KV,Seoul Metal Works,PO-2020-CU-S-6424,DOC-191962,10.63,10.11,30.64,21.67,Copper Screen,11KV,South Korea,7.04,43,Net 90,81.4,2,9,5.2
2020-10-01,CU-SCR-33KV,Copper Screen Tape 33KV,MetalShield Korea,PO-2020-CU-S-3906,DOC-577456,7.9,6.88,22.5,15.42,Copper Screen,33KV,South Korea,8.28,37,Annual Contract,76.7,2,9,5.0
2020-10-01,CU-SCR-66KV,Copper Screen Tape 66KV,Seoul Metal Works,PO-2020-CU-S-7038,DOC-497346,7.08,6.19,14.36,10.91,Copper Screen,66KV,South Korea,9.46,33,Net 90,67.1,2,9,4.8
2020-10-01,AL-SCR-11KV,Aluminum Screen Tape 11KV,IndiaScreen Technologies,PO-2020-AL-S-2999,DOC-828361,12.54,11.51,27.9,24.78,Aluminum Screen,11KV,India,4.97,53,Net 120,73.1,3,7,5.5
2020-10-01,AL-SCR-33KV,Aluminum Screen Tape 33KV,MetalShield Korea,PO-2020-AL-S-1953,DOC-214611,11.68,11.38,27.01,16.67,Aluminum Screen,33KV,South Korea,4.99,41,Annual Contract,82.5,3,9,4.4
2020-10-01,AL-SCR-66KV,Aluminum Screen Tape 66KV,IndiaScreen Technologies,PO-2020-AL-S-5705,DOC-547798,6.97,5.73,16.18,16.43,Aluminum Screen,66KV,India,5.6,55,Net 120,73.3,3,7,5.6
2020-10-01,MICA-TAPE-MV,Mica Tape Medium Voltage,IndiaScreen Technologies,PO-2020-MICA-3125,DOC-744129,9.91,8.8,41.22,20.65,Mica Tape,MV,India,6.26,54,Net 45,79.2,3,7,5.5
2020-10-01,MICA-TAPE-HV,Mica Tape High Voltage,Mumbai Cable Supplies,PO-2020-MICA-4812,DOC-843007,9.27,9.29,25.46,19.68,Mica Tape,HV,India,5.43,57,Net 45,79.5,3,6,5.9
2020-10-01,MICA-TAPE-EHV,Mica Tape Extra High Voltage,USATape Solutions Inc,PO-2020-MICA-2932,DOC-873291,7.06,6.47,12.56,9.07,Mica Tape,EHV,USA,5.83,37,Net 30,79.4,3,8,4.5
2020-10-01,WB-TAPE-LV,Water Blocking Tape LV,USATape Solutions Inc,PO-2020-WB-T-4478,DOC-111846,27.79,24.55,59.96,41.11,Water Blocking Tape,LV,USA,2.72,43,Net 30,87.5,4,8,3.9
2020-10-01,WB-TAPE-MV,Water Blocking Tape MV,IndiaScreen Technologies,PO-2020-WB-T-9301,DOC-676710,25.84,22.66,68.91,44.02,Water Blocking Tape,MV,India,2.19,49,Net 45,78.7,4,7,4.5
2020-10-01,WB-TAPE-HV,Water Blocking Tape HV,USATape Solutions Inc,PO-2020-WB-T-1477,DOC-972460,23.03,20.39,75.72,27.02,Water Blocking Tape,HV,USA,2.5,38,Net 30,75.1,4,8,3.7
2020-10-01,SEMI-11KV-LAY,Semiconductor Layer 11KV,Nordic Polymers AB,PO-2020-SEMI-8774,DOC-935981,30.56,28.11,118.93,33.04,Semiconductor,11KV,Sweden,8.05,30,Net 30,71.1,3,10,3.6
2020-10-01,SEMI-22KV-LAY,Semiconductor Layer 22KV,JapanSemi Advanced Materials,PO-2020-SEMI-9797,DOC-451387,38.32,35.07,94.41,41.6,Semiconductor,22KV,Japan,8.34,40,Net 45,71.9,3,10,4.0
2020-10-01,SEMI-33KV-LAY,Semiconductor Layer 33KV,Tokyo Polymer Industries,PO-2020-SEMI-9537,DOC-413884,24.84,20.22,81.99,40.02,Semiconductor,33KV,Japan,7.8,41,Net 60,85.3,3,9,4.4
2020-10-01,SEMI-66KV-LAY,Semiconductor Layer 66KV,Tokyo Polymer Industries,PO-2020-SEMI-6434,DOC-938373,26.46,21.29,71.68,32.4,Semiconductor,66KV,Japan,6.88,40,Net 45,82.9,3,9,4.3
2020-11-01,XLPE-0.6KV-INS,XLPE Insulation 0.6KV,PolyTech Europe GmbH,PO-2020-XLPE-7147,DOC-756944,65.05,52.55,203.62,62.12,XLPE,0.6KV,Germany,3.42,32,Net 60,87.5,7,9,2.4
2020-11-01,XLPE-11KV-INS,XLPE Insulation 11KV,ItalCavi Materials SpA,PO-2020-XLPE-2914,DOC-920347,66.79,56.56,189.47,62.72,XLPE,11KV,Italy,3.35,37,Net 45,79.3,7,9,2.6
2020-11-01,XLPE-22KV-INS,XLPE Insulation 22KV,Tokyo Polymer Industries,PO-2020-XLPE-2422,DOC-621199,54.0,46.87,167.8,57.51,XLPE,22KV,Japan,3.33,40,Net 30,80.0,7,9,2.7
2020-11-01,XLPE-33KV-INS,XLPE Insulation 33KV,Shanghai Cable Materials,PO-2020-XLPE-2838,DOC-492393,47.02,41.17,67.41,55.25,XLPE,33KV,China,3.63,41,Net 30,76.6,7,8,3.1
2020-11-01,XLPE-66KV-INS,XLPE Insulation 66KV,ItalCavi Materials SpA,PO-2020-XLPE-8907,DOC-624344,31.61,25.49,58.67,30.04,XLPE,66KV,Italy,3.0,29,Net 30,75.0,7,9,2.2
2020-11-01,XLPE-132KV-INS,XLPE Insulation 132KV,Nordic Polymers AB,PO-2020-XLPE-6363,DOC-250255,25.96,24.17,108.72,25.93,XLPE,132KV,Sweden,3.35,32,Net 30,81.5,7,10,2.1
2020-11-01,PE-LV-JKT,PE Jacket Low Voltage,Tokyo Polymer Industries,PO-2020-PE-L-1598,DOC-581682,26.52,22.1,81.85,40.85,PE,LV,Japan,2.78,43,Net 45,75.7,7,9,2.8
2020-11-01,PE-MV-INS,PE Insulation Medium Voltage,Tokyo Polymer Industries,PO-2020-PE-M-1721,DOC-820426,23.38,20.52,67.35,32.68,PE,MV,Japan,2.42,43,Net 60,76.4,7,9,2.8
2020-11-01,PE-HV-JKT,PE Jacket High Voltage,FrenchPoly Solutions,PO-2020-PE-H-9529,DOC-903398,17.9,14.53,39.94,23.94,PE,HV,France,2.91,35,Net 45,77.7,7,8,2.8
2020-11-01,PE-FOAM-LV,Foam PE Low Voltage,PolyTech Europe GmbH,PO-2020-PE-F-4285,DOC-301898,21.09,17.98,75.76,20.4,PE,LV,Germany,2.85,34,Net 45,85.1,7,9,2.5
2020-11-01,PVC-LV-INS-A,PVC Insulation LV Grade A,ChinaPoly Industries,PO-2020-PVC--5467,DOC-256574,33.26,32.19,94.41,52.88,PVC,LV,China,2.06,45,Net 30,81.1,6,7,3.5
2020-11-01,PVC-LV-INS-B,PVC Insulation LV Grade B,ChinaPoly Industries,PO-2020-PVC--2677,DOC-316612,29.73,27.94,104.75,43.49,PVC,LV,China,1.92,40,Net 45,77.3,6,7,3.3
2020-11-01,PVC-LV-JKT,PVC Jacket Low Voltage,TurkCable Materials Ltd,PO-2020-PVC--5641,DOC-701969,30.52,29.79,66.6,28.54,PVC,LV,Turkey,2.55,24,Net 30,74.9,6,8,2.3
2020-11-01,PVC-MV-INS,PVC Insulation Medium Voltage,PolyTech Europe GmbH,PO-2020-PVC--8268,DOC-153190,27.45,24.28,101.63,33.15,PVC,MV,Germany,2.6,34,Net 30,79.0,6,9,2.5
2020-11-01,LSF-LV-JKT,LSF Jacket Low Voltage,ChinaPoly Industries,PO-2020-LSF--2410,DOC-547181,16.62,14.89,38.04,29.62,LSF,LV,China,3.05,50,Net 45,80.3,5,7,3.7
2020-11-01,LSF-MV-JKT,LSF Jacket Medium Voltage,ChinaPoly Industries,PO-2020-LSF--8304,DOC-746253,13.43,12.86,24.39,23.23,LSF,MV,China,3.16,49,Net 45,81.3,5,7,3.7
2020-11-01,LSF-HV-JKT,LSF Jacket High Voltage,TurkCable Materials Ltd,PO-2020-LSF--9740,DOC-182361,10.52,10.18,44.19,8.55,LSF,HV,Turkey,2.84,23,Net 45,79.0,5,8,2.3
2020-11-01,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,MetalShield Korea,PO-2020-GSW--8672,DOC-201987,25.08,25.83,68.65,28.92,GSW,MV,South Korea,4.02,36,Net 45,80.1,3,9,4.1
2020-11-01,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,MetalShield Korea,PO-2020-GSW--4796,DOC-334665,17.53,16.06,55.75,29.4,GSW,HV,South Korea,3.77,45,Net 30,78.5,3,9,4.5
2020-11-01,GSW-EHV-SHLD,Galvanized Steel Wire Shield EHV,Seoul Metal Works,PO-2020-GSW--4004,DOC-833599,13.36,11.9,31.45,23.91,GSW,EHV,South Korea,4.34,42,Net 60,82.5,3,9,4.4
2020-11-01,GST-MV-TAPE,Galvanized Steel Tape MV,MetalShield Korea,PO-2020-GST--8787,DOC-218370,15.13,12.22,48.31,32.81,GST,MV,South Korea,3.88,40,Net 45,86.6,1,9,5.9
2020-11-01,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Korea,PO-2020-GST--3087,DOC-632623,19.51,17.31,56.65,28.64,GST,HV,South Korea,3.94,37,Net 30,86.5,1,9,5.8
2020-11-01,CU-SCR-11KV,Copper Screen Tape 11KV,MetalShield Korea,PO-2020-CU-S-5949,DOC-658624,12.69,12.21,31.03,17.93,Copper Screen,11KV,South Korea,10.05,36,Net 120,84.5,2,9,4.9
2020-11-01,CU-SCR-33KV,Copper Screen Tape 33KV,MetalShield Korea,PO-2020-CU-S-3605,DOC-605806,10.46,9.01,19.0,17.22,Copper Screen,33KV,South Korea,7.62,41,Net 120,82.0,2,9,5.2
2020-11-01,CU-SCR-66KV,Copper Screen Tape 66KV,MetalShield Korea,PO-2020-CU-S-8132,DOC-694764,7.83,7.42,22.43,12.67,Copper Screen,66KV,South Korea,8.6,38,Net 120,87.5,2,9,5.0
2020-11-01,AL-SCR-11KV,Aluminum Screen Tape 11KV,Seoul Metal Works,PO-2020-AL-S-8972,DOC-219876,11.86,11.47,21.3,15.91,Aluminum Screen,11KV,South Korea,5.45,36,Annual Contract,77.3,3,9,4.1
2020-11-01,AL-SCR-33KV,Aluminum Screen Tape 33KV,Seoul Metal Works,PO-2020-AL-S-3886,DOC-422998,9.33,9.38,24.46,15.33,Aluminum Screen,33KV,South Korea,5.29,38,Net 120,75.4,3,9,4.2
2020-11-01,AL-SCR-66KV,Aluminum Screen Tape 66KV,MetalShield Korea,PO-2020-AL-S-7208,DOC-443312,6.63,6.29,18.05,10.12,Aluminum Screen,66KV,South Korea,4.21,36,Net 120,89.5,3,9,4.1
2020-11-01,MICA-TAPE-MV,Mica Tape Medium Voltage,USATape Solutions Inc,PO-2020-MICA-1003,DOC-893853,9.96,10.0,19.83,13.6,Mica Tape,MV,USA,6.01,37,Net 30,75.8,3,8,4.5
2020-11-01,MICA-TAPE-HV,Mica Tape High Voltage,USATape Solutions Inc,PO-2020-MICA-8326,DOC-305171,9.26,8.31,34.74,14.55,Mica Tape,HV,USA,6.08,44,Net 30,85.1,3,8,4.8
2020-11-01,MICA-TAPE-EHV,Mica Tape Extra High Voltage,USATape Solutions Inc,PO-2020-MICA-5989,DOC-555844,5.79,5.78,10.77,10.37,Mica Tape,EHV,USA,5.8,42,Net 45,81.3,3,8,4.7
2020-11-01,WB-TAPE-LV,Water Blocking Tape LV,USATape Solutions Inc,PO-2020-WB-T-7622,DOC-988811,28.35,29.67,54.8,44.34,Water Blocking Tape,LV,USA,2.48,46,Net 30,80.4,4,8,4.1
2020-11-01,WB-TAPE-MV,Water Blocking Tape MV,USATape Solutions Inc,PO-2020-WB-T-1870,DOC-100884,27.21,25.5,56.22,32.15,Water Blocking Tape,MV,USA,2.36,37,Net 45,75.3,4,8,3.7
2020-11-01,WB-TAPE-HV,Water Blocking Tape HV,Shanghai Cable Materials,PO-2020-WB-T-7459,DOC-755584,24.32,20.89,49.82,29.4,Water Blocking Tape,HV,China,2.73,41,Net 45,86.6,4,8,3.9
2020-11-01,SEMI-11KV-LAY,Semiconductor Layer 11KV,Tokyo Polymer Industries,PO-2020-SEMI-3841,DOC-597938,36.47,34.15,49.86,46.69,Semiconductor,11KV,Japan,7.28,41,Net 30,80.5,3,9,4.4
2020-11-01,SEMI-22KV-LAY,Semiconductor Layer 22KV,Nordic Polymers AB,PO-2020-SEMI-7835,DOC-261760,30.4,27.06,90.05,31.7,Semiconductor,22KV,Sweden,8.42,31,Net 45,83.6,3,10,3.6
2020-11-01,SEMI-33KV-LAY,Semiconductor Layer 33KV,Tokyo Polymer Industries,PO-2020-SEMI-1257,DOC-250990,28.4,22.8,44.28,44.1,Semiconductor,33KV,Japan,7.3,45,Net 60,79.8,3,9,4.5
2020-11-01,SEMI-66KV-LAY,Semiconductor Layer 66KV,Tokyo Polymer Industries,PO-2020-SEMI-2387,DOC-243885,27.76,29.08,66.6,36.75,Semiconductor,66KV,Japan,7.81,45,Net 60,89.0,3,9,4.5
2020-12-01,XLPE-0.6KV-INS,XLPE Insulation 0.6KV,ItalCavi Materials SpA,PO-2020-XLPE-7974,DOC-753523,83.83,81.64,277.6,68.25,XLPE,0.6KV,Italy,3.45,35,Net 30,83.5,7,9,2.5
2020-12-01,XLPE-11KV-INS,XLPE Insulation 11KV,JapanSemi Advanced Materials,PO-2020-XLPE-6821,DOC-336706,73.08,66.69,183.34,65.52,XLPE,11KV,Japan,3.51,39,Net 30,85.2,7,10,2.4
2020-12-01,XLPE-22KV-INS,XLPE Insulation 22KV,Shanghai Cable Materials,PO-2020-XLPE-4878,DOC-846722,49.99,50.57,107.91,53.66,XLPE,22KV,China,3.59,37,Net 45,84.7,7,8,2.9
2020-12-01,XLPE-33KV-INS,XLPE Insulation 33KV,Shanghai Cable Materials,PO-2020-XLPE-1620,DOC-695748,51.1,41.31,132.32,60.9,XLPE,33KV,China,3.84,45,Net 45,81.3,7,8,3.2
2020-12-01,XLPE-66KV-INS,XLPE Insulation 66KV,Tokyo Polymer Industries,PO-2020-XLPE-2311,DOC-248989,45.74,47.59,89.99,37.8,XLPE,66KV,Japan,3.62,36,Net 60,87.0,7,9,2.5
2020-12-01,XLPE-132KV-INS,XLPE Insulation 132KV,ItalCavi Materials SpA,PO-2020-XLPE-2449,DOC-357143,26.53,21.74,77.03,26.28,XLPE,132KV,Italy,3.86,32,Net 45,75.6,7,9,2.4
2020-12-01,PE-LV-JKT,PE Jacket Low Voltage,Mumbai Cable Supplies,PO-2020-PE-L-9834,DOC-936866,27.05,22.17,51.3,57.71,PE,LV,India,2.58,57,Net 45,91.9,7,6,4.3
2020-12-01,PE-MV-INS,PE Insulation Medium Voltage,Mumbai Cable Supplies,PO-2020-PE-M-8438,DOC-637566,18.65,14.97,41.22,41.77,PE,MV,India,2.76,52,Net 45,93.8,7,6,4.1
2020-12-01,PE-HV-JKT,PE Jacket High Voltage,Ankara Insulation Tech,PO-2020-PE-H-5827,DOC-403257,14.58,15.17,31.11,19.15,PE,HV,Turkey,3.14,28,Net 30,92.9,7,7,2.8
2020-12-01,PE-FOAM-LV,Foam PE Low Voltage,PolyTech Europe GmbH,PO-2020-PE-F-5267,DOC-164401,16.69,16.39,40.51,23.61,PE,LV,Germany,3.27,39,Net 60,91.8,7,9,2.7
2020-12-01,PVC-LV-INS-A,PVC Insulation LV Grade A,Shanghai Cable Materials,PO-2020-PVC--5780,DOC-948188,31.96,30.81,78.02,44.85,PVC,LV,China,2.19,39,Net 30,84.3,6,8,3.0
2020-12-01,PVC-LV-INS-B,PVC Insulation LV Grade B,ChinaPoly Industries,PO-2020-PVC--5552,DOC-364294,28.17,23.08,77.81,44.77,PVC,LV,China,2.35,41,Net 30,80.4,6,7,3.4
2020-12-01,PVC-LV-JKT,PVC Jacket Low Voltage,TurkCable Materials Ltd,PO-2020-PVC--2827,DOC-733152,36.08,28.99,125.27,28.54,PVC,LV,Turkey,2.32,24,Net 30,91.2,6,8,2.3
2020-12-01,PVC-MV-INS,PVC Insulation Medium Voltage,ItalCavi Materials SpA,PO-2020-PVC--3873,DOC-373943,22.59,20.16,67.08,28.99,PVC,MV,Italy,2.11,30,Net 60,78.3,6,9,2.3
2020-12-01,LSF-LV-JKT,LSF Jacket Low Voltage,TurkCable Materials Ltd,PO-2020-LSF--6617,DOC-188501,16.5,16.76,76.65,12.21,LSF,LV,Turkey,2.56,22,Net 30,84.9,5,8,2.2
2020-12-01,LSF-MV-JKT,LSF Jacket Medium Voltage,ItalCavi Materials SpA,PO-2020-LSF--7765,DOC-907789,13.88,13.72,46.2,13.38,LSF,MV,Italy,2.97,30,Net 45,79.5,5,9,2.3
2020-12-01,LSF-HV-JKT,LSF Jacket High Voltage,TurkCable Materials Ltd,PO-2020-LSF--6653,DOC-156964,11.23,9.45,29.96,10.12,LSF,HV,Turkey,2.47,27,Net 45,90.1,5,8,2.5
2020-12-01,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,Seoul Metal Works,PO-2020-GSW--8802,DOC-416006,22.75,20.84,47.73,27.31,GSW,MV,South Korea,4.28,34,Net 45,89.6,3,9,4.1
2020-12-01,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,Seoul Metal Works,PO-2020-GSW--7390,DOC-597643,16.47,15.99,45.01,26.68,GSW,HV,South Korea,4.1,41,Net 45,90.6,3,9,4.4
2020-12-01,GSW-EHV-SHLD,Galvanized Steel Wire Shield EHV,TurkCable Materials Ltd,PO-2020-GSW--8353,DOC-500560,15.09,15.57,31.51,14.56,GSW,EHV,Turkey,3.77,26,Net 45,86.2,3,8,4.0
2020-12-01,GST-MV-TAPE,Galvanized Steel Tape MV,MetalShield Korea,PO-2020-GST--9704,DOC-768387,17.45,14.38,53.04,37.19,GST,MV,South Korea,3.55,45,Net 45,80.5,1,9,6.1
