Date,Item_Code,Item_Description,Supplier,Purchase_Order_No,Document_Number,Historical_Demand_Quantity (TON),Units_Sold/Used (TON),Current_Stock_Level (TON),Safety_Stock_Target (TON),Material_Type,Voltage_Level,Supplier_Country_Of_Origin,Price_Per_Unit (USD),Delivery_Lead_Time (Days),Payment_Terms,Market_Trends (Index),Number_Of_Alternative_Suppliers,Supplier_Performance_Score (1-10),Risk_Score (1-10)
8/1/2022,XLPE-11KV-INS,XLPE Insulation 11KV,Nordic Cables Supply,PO-2022-XLPE-6280,DOC-733039,48.97,44.8,104.56,60.69,XLPE,11KV,Sweden,4.36,34,Net 45,96.9,3,10,3.8
8/1/2022,XLPE-33KV-INS,XLPE Insulation 33KV,PolyTech Europe,PO-2022-XLPE-1339,DOC-901909,35.2,34.33,89.32,46.2,XLPE,33KV,Germany,3.05,33,Net 60,92.4,3,9,4
8/1/2022,XLPE-66KV-INS,XLPE Insulation 66KV,JapanSemi Advanced,PO-2022-XLPE-8708,DOC-644173,26.24,25.28,42.11,47.24,XLPE,66KV,Japan,3.32,42,Net 60,85.9,3,10,4.1
8/1/2022,PE-LV-JKT,PE Jacket Low Voltage,PolyTech Europe,PO-2022-PE-L-9056,DOC-195674,30.89,28.97,76.3,35.28,PE,LV,Germany,2.8,34,Net 45,98.7,2,9,4.9
8/1/2022,PE-MV-INS,PE Insulation Medium Voltage,PolyTech Europe,PO-2022-PE-M-3634,DOC-445824,21.19,18.34,42.83,29.05,PE,MV,Germany,3.14,35,Net 45,94,2,9,4.9
8/1/2022,PVC-LV-INS,PVC Insulation Low Voltage,TurkCable Materials,PO-2022-PVC--1601,DOC-576919,28.12,25.59,72.73,28.68,PVC,LV,Turkey,2.05,24,Net 30,84.4,3,8,3.9
8/1/2022,PVC-LV-JKT,PVC Jacket Low Voltage,PolyTech Europe,PO-2022-PVC--9431,DOC-964998,36.37,35.13,99,44.99,PVC,LV,Germany,1.95,35,Net 30,94.2,3,9,4.1
8/1/2022,LSF-LV-JKT,LSF Jacket Low Voltage,TurkCable Materials,PO-2022-LSF--9494,DOC-479353,14.98,12.85,34.19,17.43,LSF,LV,Turkey,2.86,28,Net 45,87,2,8,4.9
8/1/2022,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,MetalShield Corp,PO-2022-GSW--5719,DOC-559398,21.25,19.81,40.99,29.05,GSW,MV,South Korea,4.29,35,Net 60,91.1,2,9,4.9
8/1/2022,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,MetalShield Corp,PO-2022-GSW--4920,DOC-844261,16.42,15.46,42.17,23.24,GSW,HV,South Korea,4.01,35,Net 30,95.1,2,9,4.9
8/1/2022,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Corp,PO-2022-GST--2858,DOC-583863,20.09,17.36,43.76,26.99,GST,HV,South Korea,3.83,35,Net 30,95.1,1,9,5.7
8/1/2022,CU-SCR-11KV,Copper Screen Tape 11KV,MetalShield Corp,PO-2022-CU-S-9337,DOC-839677,10.51,10.06,28.4,19.09,Copper Screen,11KV,South Korea,8.05,37,Net 120,94.2,1,9,5.8
8/1/2022,AL-SCR-33KV,Aluminum Screen Tape 33KV,MetalShield Corp,PO-2022-AL-S-3369,DOC-502219,9.66,8.56,21,17.64,Aluminum Screen,33KV,South Korea,4.78,42,Net 90,91.6,2,9,5.2
8/1/2022,MICA-TAPE-HV,Mica Tape High Voltage,USATape Solutions,PO-2022-MICA-2143,DOC-389666,8.54,7.43,20.27,15.36,Mica Tape,HV,USA,6.31,45,Net 45,83,2,8,5.6
8/1/2022,WB-TAPE-MV,Water Blocking Tape MV,IndiaScreen Tech,PO-2022-WB-T-5891,DOC-978157,21.71,18.46,40.28,51.11,Water Blocking Tape,MV,India,2.37,53,Net 45,91.6,2,7,6.3
8/1/2022,SEMI-11KV-LAY,Semiconductor Layer 11KV,JapanSemi Advanced,PO-2022-SEMI-9903,DOC-495533,26.2,23.63,62.67,46.29,Semiconductor,11KV,Japan,8.1,40,Net 45,88.5,2,10,4.8
8/1/2022,SEMI-33KV-LAY,Semiconductor Layer 33KV,JapanSemi Advanced,PO-2022-SEMI-7274,DOC-344907,26.49,23.47,65.58,35.42,Semiconductor,33KV,Japan,7.82,36,Net 45,98.5,2,10,4.6
9/1/2022,XLPE-11KV-INS,XLPE Insulation 11KV,PolyTech Europe,PO-2022-XLPE-7325,DOC-795928,38.26,37.18,91.13,67.16,XLPE,11KV,Germany,3.66,37,Net 60,89,3,9,4.2
9/1/2022,XLPE-33KV-INS,XLPE Insulation 33KV,JapanSemi Advanced,PO-2022-XLPE-6439,DOC-205239,40.53,35.22,109.28,56,XLPE,33KV,Japan,3.52,40,Net 45,89.2,3,10,4
9/1/2022,XLPE-66KV-INS,XLPE Insulation 66KV,PolyTech Europe,PO-2022-XLPE-3529,DOC-178463,34.72,30.26,72.64,41.79,XLPE,66KV,Germany,3.59,37,Net 45,87.9,3,9,4.2
9/1/2022,PE-LV-JKT,PE Jacket Low Voltage,ChinaPoly Industries,PO-2022-PE-L-2315,DOC-993140,25.34,24.17,55.41,47.48,PE,LV,China,2.89,44,Net 45,87.9,2,7,5.9
9/1/2022,PE-MV-INS,PE Insulation Medium Voltage,ChinaPoly Industries,PO-2022-PE-M-8994,DOC-667296,21.8,19.57,68.04,41.76,PE,MV,China,3,48,Net 30,88.4,2,7,6.1
9/1/2022,PVC-LV-INS,PVC Insulation Low Voltage,ChinaPoly Industries,PO-2022-PVC--4727,DOC-883041,35.37,34.95,87.37,53.75,PVC,LV,China,1.84,43,Net 30,85,3,7,5
9/1/2022,PVC-LV-JKT,PVC Jacket Low Voltage,ChinaPoly Industries,PO-2022-PVC--2646,DOC-565230,27.21,26,71.15,54.67,PVC,LV,China,2.2,41,Net 30,98.4,3,7,5
9/1/2022,LSF-LV-JKT,LSF Jacket Low Voltage,TurkCable Materials,PO-2022-LSF--5806,DOC-475876,16.71,16.2,33.06,12.3,LSF,LV,Turkey,3.2,20,Net 45,78.9,2,8,4.6
9/1/2022,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,TurkCable Materials,PO-2022-GSW--3950,DOC-278240,21.81,20.39,61.59,18.94,GSW,MV,Turkey,3.7,23,Net 30,95.7,2,8,4.7
9/1/2022,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,TurkCable Materials,PO-2022-GSW--3344,DOC-343467,17.52,15.52,43.04,17.19,GSW,HV,Turkey,4.41,26,Net 45,101.4,2,8,4.8
9/1/2022,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Corp,PO-2022-GST--8622,DOC-401603,19.65,16.73,45.97,32.76,GST,HV,South Korea,3.66,42,Net 60,85.8,1,9,6
9/1/2022,CU-SCR-11KV,Copper Screen Tape 11KV,MetalShield Corp,PO-2022-CU-S-5901,DOC-769975,13.76,12.41,29.28,18.5,Copper Screen,11KV,South Korea,8.55,36,Net 120,87.6,1,9,5.7
9/1/2022,AL-SCR-33KV,Aluminum Screen Tape 33KV,IndiaScreen Tech,PO-2022-AL-S-7302,DOC-994787,11.03,9.71,32.95,22.71,Aluminum Screen,33KV,India,5.96,52,Net 120,87.4,2,7,6.2
9/1/2022,MICA-TAPE-HV,Mica Tape High Voltage,IndiaScreen Tech,PO-2022-MICA-5837,DOC-123005,8.14,7.62,17.86,17.82,Mica Tape,HV,India,5.79,51,Net 45,91.9,2,7,6.2
9/1/2022,WB-TAPE-MV,Water Blocking Tape MV,IndiaScreen Tech,PO-2022-WB-T-1803,DOC-735863,25.67,24.82,63.37,52.07,Water Blocking Tape,MV,India,2.67,54,Net 45,96.8,2,7,6.3
9/1/2022,SEMI-11KV-LAY,Semiconductor Layer 11KV,JapanSemi Advanced,PO-2022-SEMI-6772,DOC-329642,32.74,28.96,116.46,42.65,Semiconductor,11KV,Japan,7.04,37,Net 60,83.8,2,10,4.7
9/1/2022,SEMI-33KV-LAY,Semiconductor Layer 33KV,Nordic Cables Supply,PO-2022-SEMI-3240,DOC-758765,22.03,21.11,72.23,28.19,Semiconductor,33KV,Sweden,7.89,29,Net 30,89.7,2,10,4.3
10/1/2022,XLPE-11KV-INS,XLPE Insulation 11KV,JapanSemi Advanced,PO-2022-XLPE-1546,DOC-707727,57.02,55.21,96.66,77.72,XLPE,11KV,Japan,4.18,43,Net 45,92,3,10,4.1
10/1/2022,XLPE-33KV-INS,XLPE Insulation 33KV,JapanSemi Advanced,PO-2022-XLPE-7807,DOC-284171,43.06,38.71,138.93,47.2,XLPE,33KV,Japan,3.63,34,Net 30,92.5,3,10,3.8
10/1/2022,XLPE-66KV-INS,XLPE Insulation 66KV,PolyTech Europe,PO-2022-XLPE-9221,DOC-385765,31.18,28.21,96.03,42.91,XLPE,66KV,Germany,4.03,38,Net 30,98.1,3,9,4.2
10/1/2022,PE-LV-JKT,PE Jacket Low Voltage,PolyTech Europe,PO-2022-PE-L-6549,DOC-943298,31.13,27.84,85.29,38.54,PE,LV,Germany,2.58,37,Net 30,90.7,2,9,5
10/1/2022,PE-MV-INS,PE Insulation Medium Voltage,PolyTech Europe,PO-2022-PE-M-7511,DOC-986827,21.45,21.34,53.46,25.52,PE,MV,Germany,2.42,31,Net 60,99,2,9,4.7
10/1/2022,PVC-LV-INS,PVC Insulation Low Voltage,PolyTech Europe,PO-2022-PVC--8451,DOC-486490,31.28,29.11,58.96,43.38,PVC,LV,Germany,2.02,36,Net 60,83.1,3,9,4.1
10/1/2022,PVC-LV-JKT,PVC Jacket Low Voltage,TurkCable Materials,PO-2022-PVC--7086,DOC-213609,36.44,35.47,95.22,30.59,PVC,LV,Turkey,1.97,24,Net 30,84.9,3,8,3.9
10/1/2022,LSF-LV-JKT,LSF Jacket Low Voltage,TurkCable Materials,PO-2022-LSF--4626,DOC-779112,15.78,14.74,56.91,18.05,LSF,LV,Turkey,2.94,29,Net 30,83.8,2,8,4.9
10/1/2022,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,MetalShield Corp,PO-2022-GSW--7689,DOC-222343,20.95,18.76,58.46,35.28,GSW,MV,South Korea,3.29,42,Net 30,91.1,2,9,5.2
10/1/2022,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,TurkCable Materials,PO-2022-GSW--2592,DOC-346205,16.67,15.4,42.43,13.12,GSW,HV,Turkey,4.82,20,Net 30,97,2,8,4.6
10/1/2022,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Corp,PO-2022-GST--9850,DOC-539486,18.94,18.21,42.18,31.08,GST,HV,South Korea,4.58,40,Net 60,91.6,1,9,5.9
10/1/2022,CU-SCR-11KV,Copper Screen Tape 11KV,MetalShield Corp,PO-2022-CU-S-9017,DOC-745558,12.82,12.16,36.86,19.09,Copper Screen,11KV,South Korea,8.63,37,Net 120,90.6,1,9,5.8
10/1/2022,AL-SCR-33KV,Aluminum Screen Tape 33KV,IndiaScreen Tech,PO-2022-AL-S-8264,DOC-566297,9.99,9.05,18.64,21.32,Aluminum Screen,33KV,India,5.49,49,Net 90,88.6,2,7,6.1
10/1/2022,MICA-TAPE-HV,Mica Tape High Voltage,USATape Solutions,PO-2022-MICA-6876,DOC-163491,7.82,7.08,23.68,12.82,Mica Tape,HV,USA,5.88,38,Net 45,98.9,2,8,5.3
10/1/2022,WB-TAPE-MV,Water Blocking Tape MV,IndiaScreen Tech,PO-2022-WB-T-2501,DOC-794963,19.05,18.55,65.38,43.85,Water Blocking Tape,MV,India,2.75,46,Net 30,81,2,7,6
10/1/2022,SEMI-11KV-LAY,Semiconductor Layer 11KV,JapanSemi Advanced,PO-2022-SEMI-6464,DOC-355400,33.12,28.4,92.92,48.8,Semiconductor,11KV,Japan,6.66,42,Net 30,87.5,2,10,4.9
10/1/2022,SEMI-33KV-LAY,Semiconductor Layer 33KV,JapanSemi Advanced,PO-2022-SEMI-4394,DOC-714867,25.97,25.06,67.84,35.42,Semiconductor,33KV,Japan,8.06,36,Net 30,97.7,2,10,4.6
11/1/2022,XLPE-11KV-INS,XLPE Insulation 11KV,JapanSemi Advanced,PO-2022-XLPE-1046,DOC-390743,63.46,55.35,122.74,64.26,XLPE,11KV,Japan,3.35,36,Net 30,97.4,3,10,3.8
11/1/2022,XLPE-33KV-INS,XLPE Insulation 33KV,JapanSemi Advanced,PO-2022-XLPE-1422,DOC-238205,39.85,34.92,99.28,57.64,XLPE,33KV,Japan,3.43,41,Net 30,93.1,3,10,4.1
11/1/2022,XLPE-66KV-INS,XLPE Insulation 66KV,Nordic Cables Supply,PO-2022-XLPE-5347,DOC-154944,38.62,32.92,106.64,30.71,XLPE,66KV,Sweden,3.4,28,Net 30,100.8,3,10,3.5
11/1/2022,PE-LV-JKT,PE Jacket Low Voltage,ChinaPoly Industries,PO-2022-PE-L-8344,DOC-915809,24.14,20.75,55.74,52.2,PE,LV,China,2.93,48,Net 45,93.5,2,7,6.1
11/1/2022,PE-MV-INS,PE Insulation Medium Voltage,PolyTech Europe,PO-2022-PE-M-1710,DOC-862569,22.19,19.6,44.2,25.52,PE,MV,Germany,3.01,31,Net 60,94.1,2,9,4.7
11/1/2022,PVC-LV-INS,PVC Insulation Low Voltage,ChinaPoly Industries,PO-2022-PVC--8847,DOC-988456,30.32,25.91,92.76,59.22,PVC,LV,China,2.08,47,Net 45,88,3,7,5.2
11/1/2022,PVC-LV-JKT,PVC Jacket Low Voltage,ChinaPoly Industries,PO-2022-PVC--2204,DOC-184714,28.59,28.2,77.67,54.67,PVC,LV,China,1.97,41,Net 45,103.8,3,7,5
11/1/2022,LSF-LV-JKT,LSF Jacket Low Voltage,TurkCable Materials,PO-2022-LSF--9984,DOC-846746,13.05,12.31,34.81,12.92,LSF,LV,Turkey,3.05,21,Net 45,94.5,2,8,4.6
11/1/2022,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,TurkCable Materials,PO-2022-GSW--8048,DOC-203996,20.47,18.79,54.9,24.07,GSW,MV,Turkey,4.19,29,Net 30,100.5,2,8,4.9
11/1/2022,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,MetalShield Corp,PO-2022-GSW--4522,DOC-550961,17.39,16.22,51.17,30.36,GSW,HV,South Korea,4.08,45,Net 45,94.7,2,9,5.3
11/1/2022,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Corp,PO-2022-GST--7815,DOC-865054,20.24,18.58,35.2,31.98,GST,HV,South Korea,3.39,41,Net 30,98.7,1,9,6
11/1/2022,CU-SCR-11KV,Copper Screen Tape 11KV,MetalShield Corp,PO-2022-CU-S-3500,DOC-820184,13.11,11.88,33.98,20.72,Copper Screen,11KV,South Korea,8.51,40,Net 120,96.7,1,9,5.9
11/1/2022,AL-SCR-33KV,Aluminum Screen Tape 33KV,MetalShield Corp,PO-2022-AL-S-7105,DOC-951201,10.09,8.72,18.65,14.94,Aluminum Screen,33KV,South Korea,5.59,36,Net 90,90.1,2,9,4.9
11/1/2022,MICA-TAPE-HV,Mica Tape High Voltage,USATape Solutions,PO-2022-MICA-3002,DOC-530764,8.81,8.23,19.4,15.76,Mica Tape,HV,USA,6.49,46,Net 45,97.4,2,8,5.7
11/1/2022,WB-TAPE-MV,Water Blocking Tape MV,USATape Solutions,PO-2022-WB-T-5712,DOC-729575,28.23,27.05,92.9,40.2,Water Blocking Tape,MV,USA,2.83,43,Net 45,100.1,2,8,5.5
11/1/2022,SEMI-11KV-LAY,Semiconductor Layer 11KV,Nordic Cables Supply,PO-2022-SEMI-8900,DOC-335137,29.84,26.06,60.46,39.03,Semiconductor,11KV,Sweden,7.13,34,Net 30,95.1,2,10,4.6
11/1/2022,SEMI-33KV-LAY,Semiconductor Layer 33KV,Nordic Cables Supply,PO-2022-SEMI-4705,DOC-946432,32.74,31.57,69.08,32.34,Semiconductor,33KV,Sweden,7.61,33,Net 45,91.2,2,10,4.5
12/1/2022,XLPE-11KV-INS,XLPE Insulation 11KV,JapanSemi Advanced,PO-2022-XLPE-1430,DOC-738577,57.42,54.34,118.41,75.91,XLPE,11KV,Japan,3.24,42,Net 60,93.2,3,10,4.1
12/1/2022,XLPE-33KV-INS,XLPE Insulation 33KV,JapanSemi Advanced,PO-2022-XLPE-6062,DOC-456331,42.27,37.66,99.32,51.58,XLPE,33KV,Japan,3.23,37,Net 45,113.2,3,10,3.9
12/1/2022,XLPE-66KV-INS,XLPE Insulation 66KV,PolyTech Europe,PO-2022-XLPE-3324,DOC-876962,39.02,35.51,102.91,35.84,XLPE,66KV,Germany,3.26,32,Net 60,103.5,3,9,4
12/1/2022,PE-LV-JKT,PE Jacket Low Voltage,ChinaPoly Industries,PO-2022-PE-L-7878,DOC-575682,25.71,22.68,71.89,44.08,PE,LV,China,3.37,41,Net 45,99.5,2,7,5.8
12/1/2022,PE-MV-INS,PE Insulation Medium Voltage,PolyTech Europe,PO-2022-PE-M-2391,DOC-155164,24.13,23.32,58.75,28.22,PE,MV,Germany,2.79,34,Net 30,108.9,2,9,4.9
12/1/2022,PVC-LV-INS,PVC Insulation Low Voltage,PolyTech Europe,PO-2022-PVC--8259,DOC-794093,30.17,26.01,78.65,47.39,PVC,LV,Germany,2.32,39,Net 45,97.2,3,9,4.3
12/1/2022,PVC-LV-JKT,PVC Jacket Low Voltage,ChinaPoly Industries,PO-2022-PVC--9394,DOC-219346,36.2,31.94,100.14,63.17,PVC,LV,China,2.31,47,Net 45,92.1,3,7,5.2
12/1/2022,LSF-LV-JKT,LSF Jacket Low Voltage,ChinaPoly Industries,PO-2022-LSF--9633,DOC-799539,15.43,14.49,39.79,28.49,LSF,LV,China,2.98,44,Net 45,103.1,2,7,5.9
12/1/2022,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,TurkCable Materials,PO-2022-GSW--4349,DOC-416061,22.21,19.06,53.01,21.49,GSW,MV,Turkey,4.33,26,Net 30,103.1,2,8,4.8
12/1/2022,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,MetalShield Corp,PO-2022-GSW--9149,DOC-883301,18.28,15.87,48.64,26.1,GSW,HV,South Korea,4.48,39,Net 45,102.3,2,9,5.1
12/1/2022,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Corp,PO-2022-GST--6802,DOC-175576,19.67,17.4,37.4,31.98,GST,HV,South Korea,3.93,41,Net 45,101,1,9,6
12/1/2022,CU-SCR-11KV,Copper Screen Tape 11KV,MetalShield Corp,PO-2022-CU-S-2275,DOC-428267,13.34,12.26,26.28,17.99,Copper Screen,11KV,South Korea,7.76,35,Annual Contract,105.3,1,9,5.7
12/1/2022,AL-SCR-33KV,Aluminum Screen Tape 33KV,MetalShield Corp,PO-2022-AL-S-2887,DOC-524707,10.69,9.76,31.93,17.22,Aluminum Screen,33KV,South Korea,5.51,41,Net 90,100.1,2,9,5.2
12/1/2022,MICA-TAPE-HV,Mica Tape High Voltage,USATape Solutions,PO-2022-MICA-6928,DOC-192410,9.31,8.78,24.06,13.21,Mica Tape,HV,USA,6.05,39,Net 45,97.7,2,8,5.4
12/1/2022,WB-TAPE-MV,Water Blocking Tape MV,USATape Solutions,PO-2022-WB-T-2288,DOC-514991,27.07,24.64,62.88,37.25,Water Blocking Tape,MV,USA,2.54,40,Net 45,97.6,2,8,5.4
12/1/2022,SEMI-11KV-LAY,Semiconductor Layer 11KV,JapanSemi Advanced,PO-2022-SEMI-9363,DOC-763984,42.51,37.21,85.87,41.33,Semiconductor,11KV,Japan,7.39,36,Net 30,97.8,2,10,4.6
12/1/2022,SEMI-33KV-LAY,Semiconductor Layer 33KV,JapanSemi Advanced,PO-2022-SEMI-3419,DOC-347745,36.77,33.18,110,35.42,Semiconductor,33KV,Japan,8.12,36,Net 30,92.6,2,10,4.6
1/1/2023,XLPE-11KV-INS,XLPE Insulation 11KV,PolyTech Europe,PO-2023-XLPE-2234,DOC-285751,62.64,54.68,154.32,59.4,XLPE,11KV,Germany,3.52,33,Net 60,110.3,3,9,4
1/1/2023,XLPE-33KV-INS,XLPE Insulation 33KV,Nordic Cables Supply,PO-2023-XLPE-6295,DOC-757685,44.25,40.59,147.94,47.2,XLPE,33KV,Sweden,4.14,34,Net 45,103.2,3,10,3.8
1/1/2023,XLPE-66KV-INS,XLPE Insulation 66KV,PolyTech Europe,PO-2023-XLPE-5500,DOC-720148,35.37,33.41,106.36,34.58,XLPE,66KV,Germany,3.94,31,Net 30,102.4,3,9,3.9
1/1/2023,PE-LV-JKT,PE Jacket Low Voltage,PolyTech Europe,PO-2023-PE-L-1932,DOC-486649,26.34,24.17,58.28,31.9,PE,LV,Germany,2.5,31,Net 45,100.4,2,9,4.7
1/1/2023,PE-MV-INS,PE Insulation Medium Voltage,PolyTech Europe,PO-2023-PE-M-8581,DOC-708519,19.61,18.16,45.37,25.52,PE,MV,Germany,2.79,31,Net 60,106.2,2,9,4.7
1/1/2023,PVC-LV-INS,PVC Insulation Low Voltage,TurkCable Materials,PO-2023-PVC--4084,DOC-437145,37.42,36.35,77.94,23.8,PVC,LV,Turkey,2.37,20,Net 45,103.9,3,8,3.8
1/1/2023,PVC-LV-JKT,PVC Jacket Low Voltage,ChinaPoly Industries,PO-2023-PVC--6626,DOC-849014,34.07,33.1,91.94,53.12,PVC,LV,China,2,40,Net 30,106.9,3,7,4.9
1/1/2023,LSF-LV-JKT,LSF Jacket Low Voltage,TurkCable Materials,PO-2023-LSF--8199,DOC-649525,17.08,16.33,37.4,13.53,LSF,LV,Turkey,3.07,22,Net 30,117.3,2,8,4.6
1/1/2023,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,TurkCable Materials,PO-2023-GSW--1857,DOC-927564,20.6,19.9,45.26,19.76,GSW,MV,Turkey,3.99,24,Net 45,102.2,2,8,4.7
1/1/2023,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,TurkCable Materials,PO-2023-GSW--5128,DOC-858889,16.33,14.83,49.22,13.78,GSW,HV,Turkey,4.68,21,Net 30,102.1,2,8,4.6
1/1/2023,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Corp,PO-2023-GST--6082,DOC-787923,18.32,18.09,52.25,34.45,GST,HV,South Korea,3.63,44,Net 60,108.2,1,9,6.1
1/1/2023,CU-SCR-11KV,Copper Screen Tape 11KV,MetalShield Corp,PO-2023-CU-S-6072,DOC-686072,13.35,13.23,26.77,19.09,Copper Screen,11KV,South Korea,9.55,37,Net 120,114,1,9,5.8
1/1/2023,AL-SCR-33KV,Aluminum Screen Tape 33KV,IndiaScreen Tech,PO-2023-AL-S-9624,DOC-197992,10.14,9.64,26.87,21.75,Aluminum Screen,33KV,India,5.63,50,Net 120,106.7,2,7,6.1
1/1/2023,MICA-TAPE-HV,Mica Tape High Voltage,USATape Solutions,PO-2023-MICA-4509,DOC-458332,9.12,8,28.04,12.48,Mica Tape,HV,USA,5.92,37,Net 45,101,2,8,5.3
1/1/2023,WB-TAPE-MV,Water Blocking Tape MV,IndiaScreen Tech,PO-2023-WB-T-2657,DOC-632351,24.21,21.65,46.45,44.81,Water Blocking Tape,MV,India,2.49,47,Net 30,114,2,7,6
1/1/2023,SEMI-11KV-LAY,Semiconductor Layer 11KV,JapanSemi Advanced,PO-2023-SEMI-3658,DOC-289630,35.7,32.36,78.63,48.8,Semiconductor,11KV,Japan,7.49,42,Net 60,110.9,2,10,4.9
1/1/2023,SEMI-33KV-LAY,Semiconductor Layer 33KV,JapanSemi Advanced,PO-2023-SEMI-6968,DOC-809217,40.08,34.33,100.38,34.44,Semiconductor,33KV,Japan,7.21,35,Net 60,110.2,2,10,4.6
2/1/2023,XLPE-11KV-INS,XLPE Insulation 11KV,PolyTech Europe,PO-2023-XLPE-8355,DOC-345369,62.96,60.62,209.89,67.16,XLPE,11KV,Germany,3.66,37,Net 60,106.9,3,9,4.2
2/1/2023,XLPE-33KV-INS,XLPE Insulation 33KV,PolyTech Europe,PO-2023-XLPE-8218,DOC-584106,47.67,41.91,161.45,52.23,XLPE,33KV,Germany,3.73,37,Net 45,111.2,3,9,4.2
2/1/2023,XLPE-66KV-INS,XLPE Insulation 66KV,JapanSemi Advanced,PO-2023-XLPE-4271,DOC-940181,39.49,39.29,117.32,46.11,XLPE,66KV,Japan,3.89,41,Net 60,111.9,3,10,4.1
2/1/2023,PE-LV-JKT,PE Jacket Low Voltage,PolyTech Europe,PO-2023-PE-L-7081,DOC-681478,27.26,25.14,57.17,35.28,PE,LV,Germany,3.07,34,Net 30,104.6,2,9,4.9
2/1/2023,PE-MV-INS,PE Insulation Medium Voltage,ChinaPoly Industries,PO-2023-PE-M-3626,DOC-386042,22.77,20.33,61.09,41.76,PE,MV,China,2.81,48,Net 45,115.1,2,7,6.1
2/1/2023,PVC-LV-INS,PVC Insulation Low Voltage,TurkCable Materials,PO-2023-PVC--4637,DOC-956375,33.23,28.7,94.73,26.18,PVC,LV,Turkey,1.96,22,Net 45,112.4,3,8,3.8
2/1/2023,PVC-LV-JKT,PVC Jacket Low Voltage,TurkCable Materials,PO-2023-PVC--7126,DOC-347231,36.66,33.34,117.26,25.39,PVC,LV,Turkey,2.15,20,Net 45,109.8,3,8,3.8
2/1/2023,LSF-LV-JKT,LSF Jacket Low Voltage,TurkCable Materials,PO-2023-LSF--2623,DOC-979940,17.38,15.6,47.81,15.5,LSF,LV,Turkey,2.98,25,Net 45,110.1,2,8,4.8
2/1/2023,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,MetalShield Corp,PO-2023-GSW--8740,DOC-829884,23.52,23.23,49.28,30.83,GSW,MV,South Korea,4.05,37,Net 30,109.6,2,9,5
2/1/2023,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,MetalShield Corp,PO-2023-GSW--2298,DOC-119927,19.45,16.55,40.29,28.22,GSW,HV,South Korea,4.24,42,Net 45,105.2,2,9,5.2
2/1/2023,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Corp,PO-2023-GST--9647,DOC-543814,22.56,21.64,44.36,28.64,GST,HV,South Korea,3.63,37,Net 30,110.5,1,9,5.8
2/1/2023,CU-SCR-11KV,Copper Screen Tape 11KV,MetalShield Corp,PO-2023-CU-S-7878,DOC-769989,15.24,13.06,34.72,19.61,Copper Screen,11KV,South Korea,8.12,38,Annual Contract,118.1,1,9,5.8
2/1/2023,AL-SCR-33KV,Aluminum Screen Tape 33KV,MetalShield Corp,PO-2023-AL-S-9782,DOC-117233,9.3,8.6,17.68,14.94,Aluminum Screen,33KV,South Korea,5.69,36,Annual Contract,106.1,2,9,4.9
2/1/2023,MICA-TAPE-HV,Mica Tape High Voltage,USATape Solutions,PO-2023-MICA-1025,DOC-744674,7.73,6.91,23.25,13.55,Mica Tape,HV,USA,6.12,40,Net 45,105.8,2,8,5.4
2/1/2023,WB-TAPE-MV,Water Blocking Tape MV,IndiaScreen Tech,PO-2023-WB-T-9576,DOC-478120,23.54,22.37,58.23,48.99,Water Blocking Tape,MV,India,2.63,51,Net 30,108.2,2,7,6.2
2/1/2023,SEMI-11KV-LAY,Semiconductor Layer 11KV,JapanSemi Advanced,PO-2023-SEMI-1333,DOC-509420,43.05,42.97,90.61,47.64,Semiconductor,11KV,Japan,6.58,41,Net 45,105.2,2,10,4.9
2/1/2023,SEMI-33KV-LAY,Semiconductor Layer 33KV,Nordic Cables Supply,PO-2023-SEMI-1266,DOC-474440,30.73,27.29,94.95,30.26,Semiconductor,33KV,Sweden,7.36,31,Net 30,110.4,2,10,4.4
3/1/2023,XLPE-11KV-INS,XLPE Insulation 11KV,Nordic Cables Supply,PO-2023-XLPE-6447,DOC-239890,48.7,47.03,155.72,62.47,XLPE,11KV,Sweden,3.48,35,Net 30,115.6,3,10,3.8
3/1/2023,XLPE-33KV-INS,XLPE Insulation 33KV,Nordic Cables Supply,PO-2023-XLPE-8612,DOC-829168,43.91,38.48,132.01,41.3,XLPE,33KV,Sweden,3.66,30,Net 45,112.2,3,10,3.6
